varName	varType	n	beta	lower	upper	pvalue	resType	description	isTraitOfInterest	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Category	Path
41200#D191	Categorical multiple	135850/40(135890)	0.0804803479666925	-0.226842645191255	0.410199912740424	0.619905735748982	LOGISTIC-BINARY	Operative procedures - main OPCS4: D19.1 Excision of lesion of middle ear		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
25354	Continuous	12440	0.00428507405181196	-0.0126503080031493	0.0212204561067732	0.619925702017274	LINEAR	Mean ICVF in inferior cerebellar peduncle on FA skeleton (right)		100000	UK Biobank Assessment Centre	100003	Imaging	100	Brain MRI	134	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton
20003#1140860728	Categorical multiple	135805/63(135868)	-0.0612463741948259	-0.297297433391123	0.187497711502416	0.620084755527989	LOGISTIC-BINARY	Treatment/medication code: quinapril		100000	UK Biobank Assessment Centre	100071	Verbal interview	100075	Medications	100075	UK Biobank Assessment Centre > Verbal interview > Medications
23059	Categorical single	2438/174(2612)	-0.0379605259816131	-0.186063959579585	0.114473301729328	0.620208759527337	LOGISTIC-BINARY	KSHV seropositivity for Kaposi's Sarcoma-Associated Herpesvirus		100078	Biological samples	100079	Assay results	100080	Blood assays	51428	Biological samples > Assay results > Blood assays > Infectious Diseases
41210#E924	Categorical multiple	135877/13(135890)	-0.131768949419821	-0.626908325176149	0.421095707707581	0.620332227120258	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: E92.4 Blood gas analysis		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
101430	Categorical single	19211	0.0118675536692434	-0.0350918962979873	0.058827003636474	0.620373156446036	ORDERED-LOGISTIC	Number of bread rolls with  butter/margarine		100089	Online follow-up	100090	Diet by 24-hour recall	100101	Bread/pasta/rice yesterday	100101	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday
41210#Z451	Categorical multiple	135754/136(135890)	0.0431377878961676	-0.124628925709721	0.217221729502865	0.620674443372428	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: Z45.1 Cervix uteri		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z451	Categorical multiple	135754/136(135890)	0.0431377878961676	-0.124628925709721	0.217221729502865	0.620674443372428	LOGISTIC-BINARY	Operative procedures - OPCS4: Z45.1 Cervix uteri		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
24020	Continuous	134154	0.00135035967779651	-0.00399803711493451	0.00669875647052753	0.620703377510955	LINEAR	Average daytime sound level of noise pollution		100088	Additional exposures	113	Local environment	115	Residential noise pollution	115	Additional exposures > Local environment > Residential noise pollution
41210#T723	Categorical multiple	135709/181(135890)	0.037297693830133	-0.108118256584627	0.187460713680439	0.620735238083479	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: T72.3 Release of constriction of sheath of tendon		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
